,Clothing ID,Age,Title,Review Text,Rating,Recommended,Positive Feedback Count,Division Name,Department Name,Class Name
16673,868,27,"Soft fabric and nice details, billowy design","This top is not quite what i expected, but it is good quality and very comfortable. looking at the tall, willowy model in the pictures, i thought the top would be about tunic length and hang straight down. in reality, the design adds volume to your frame by cutting out in a kind of a-line from shoulder to mid-thigh. in fact, the shirt is so long and has so much flare that i think if i had ordered the regular size rather than a petite it would actually make a cute dress. for reference, i'm 5'4"" a",4,1,3,General,Tops,Knits
16675,868,41,Easy top,"I like this top. another reviewer mentioned that it was a great top for a busty girl...i agree. i'm a 32g and could have sized down to a small, but i kept the medium because i wanted the extra length to have the option of wearing it as a dress. the small may have caused slight button pulling, but since the fabric has stretch and the top has a generous cut, it wouldn?t look insane. my only issue is the fabric pills. i wore the top once, and the fabric near the armpit pilled a lot, especially for",4,1,0,General,Tops,Knits
16676,868,57,,"The light red color is really nice. i ordered an xs but usually order small, because of the cut and it was perfect. the fabric is heavy but loose. the collar stands up nicely and the buttons lay flat. i purchased this beautiful piece on sale, but i would have paid full price.",5,1,0,General,Tops,Knits
16679,868,56,Runs large,"I was excited to receive this tunic in the red (more of a rose color) yet so disappointed to find out how large it runs. my usual size with retailer is a small (sometimes, xs). after reading through the reviews, i ordered an xs and even the xs is too big -- just too much fabric. unfortunately, the xxs is sold out and the xs will be returned.",3,1,0,General,Tops,Knits
16681,868,34,Runs very large,"I love tunics and really wanted this to work. i got this in a size s and it is absolutely gigantic. everything else about it is great, and i still haven't decided if i will try to swap it for an xs, which is definitely not my usual size (which is usually m, but often s at retailer). the pink/red color was quite pretty. if you have broad hips, fear not - you can size down and this top will still be generous around your hips. basically, if you're deliberating between s and m for this top, get",3,1,0,General,Tops,Knits
16689,868,60,Runs very large,This is a super cute tunic - it is simply way too big.,3,1,12,General,Tops,Knits
16699,868,51,Stripes of summer,This was an unexpected surprise. i love the material of this short sleeved (almost sweatshirt) summer tee. the entire design reads late summer stripes with a cozy twist! the first time i wore it made me realize how tricky it can be to wear stripes and this design deconstructs all my previous hangups!,4,1,0,General,Tops,Knits
16700,868,27,So cozy,I love this!! great quality and super cozy. perfect to throw on for casual summer nights.,5,1,1,General,Tops,Knits
16708,868,44,,I agree with other reviews.  this is perfect to throw on for running errands or just hanging out at home.  super soft and comfy.  got the blue and now want the grey.,5,1,0,General,Tops,Knits
16709,868,26,Super compfy,"This top is my go-to running errands top on the weekends, its super comfy and not to warm to wear throughout all the seasons. runs true to size and i get a bunch of compliments on the quality!",5,1,0,General,Tops,Knits
17260,868,53,"Cute top, but...","A very cute and comfy top that's lightweight and falls nicely... but, it does snag very easily. so far, i've worn this top once and found small snags in multiple areas. the snags might blend into the fabric texture if they did not create dark spots. the yarn/thread is a mixture of a celadon tone and black, which concentrates the black when snagged.",4,0,0,General,Tops,Knits
17279,868,23,Soft,This is so soft and really cute. would be a good bathing suit cover- must wear a cami under it.,5,1,7,General,Tops,Knits
17289,868,32,"Runs large, too much fabric","I thought this top would be a little more form fitting than it is. there is so much extra fabric near the bottom it is almost like a swing style top. the fabric will most definitely snag, as it is not a linen or cotton top material but rather a silky type and also very thin - not very good quality. i got the smallest size possible and it was absolutely huge, everywhere but the neck.",2,0,9,General,Tops,Knits
17298,868,40,Perfect,"This tee is versatile, soft, well made, and it washes/dries well. i love longer length and stripe pocket details. it runs true to size, and it is a beautiful dark navy blue. what more can i ask for?",5,1,3,General,Tops,Knits
17305,868,55,"Nice, but too long","I loved the rich navy blue color with the accent pockets. the fabric was a nice weight, not too thin like lots of retailer tops. i liked the top from the front, however the back was way too long, especially with the looseness of the style. it would have been much better if it were not so much longer in the back and maybe a little more fitted. it might work on someone taller. i'm 5'3"" and 120 lbs. and i tried xs.",3,0,2,General,Tops,Knits
17480,868,62,I really want to love this top...,"I want to love this shirt, i really do, but it's huge! the top is tent-like, which would be adorable with skinny jeans, however the length of the back dips so low, the top kind of reminds me of pajamas. the color is beautiful, more like a light grey heather, and the white piping is like a shimmery ribbon material. overall, the top is cute, but it dips too low in the back and the bow weighs down the back of the shirt, so it makes it hard to adjust it in the front. sadly, it's a return.",2,0,7,General,Tops,Knits
17520,868,53,,"Absolutely love this top, it falls perfect in all the right places. i've gotten so many compliments especially from the bow design on the back.",5,1,2,General,Tops,Knits
17531,868,62,,"I wasn't expecting to like this tank as much as i do because of the other reviews...i thought i would send it back if i didn't like it, i appreciate the design, fabric, and construction! i plan on wearing it out to dinner with some friends coming in from out of town tomorrow night...can't wait!",5,1,3,General,Tops,Knits
17847,868,36,Top still too low on me,"Like the idea of this shirt so much. but the neckline was still way too low- the top of my bra was visible. wishing the under layer really covered as no way i'm going to another layer to an already layered shirt. might just be my body type, so might work for someone else, but sending back.",3,0,1,General Petite,Tops,Knits
18169,868,65,Boxier than it appears,"Interesting, slightly transparent fabric. neckline is not so open as pictured. body is boxier than pictured.
would recommend as a maybe.",3,1,6,General,Tops,Knits
18501,868,29,Shapeless,"I really wanted to like this because the color is beautiful and the knit is obviously good quality. but the shape is impossible to work with. it doesn't just run big, it just hangs there. really disappointing. it'll have to go back.",2,0,1,General,Tops,Knits
18768,868,39,Eek!,Do not buy! i used my 15% discount on this. what a waste. my usual sizes range from s to l depending on what brand. i should have gotten a small. i don't think that would've helped. it was so awkward looking. nothing like the model. it made me look as if i had gained 15 pounds. it was waaay longer in the back-like a mullet. the material was really thick. it is more appropriate for fall. i had high hopes for this-to dress up or down. it was just so ridiculous.,1,0,4,General,Tops,Knits
18770,868,54,Just a blah top,"I ordered this since it looked so cute on the model . when i it arrived, i was excited to try it on, but when i did...blah. the color is murky and the top runs large, not to mention that the material is too heavy for a short sleeved top (plus it's lined). i really wanted to like it and debated wetting it and then putting it in the dryer to shrink it a bit. in the end, i decided that it wasn't worth it. too bad, as the concept was a good one. it just failed in the execution.",2,0,2,General,Tops,Knits
18772,868,45,Love,I love this top it is easy to wear fun and very comfortable. i was thinking about it for weeks and kept coming back to it after i read a review about going up a size i decided to go for it and i am very happy i did!!! my new favorite!!!,5,1,3,General,Tops,Knits
18775,868,60,Weird,The way the back came down so much made the top look weird. i do like some tops that hang longer in the back but this one was just too much. also the material was kind of blah it was thick polyester which would not be very cool during the summer and the color looked better in the picture. so to me it was just a over priced odd top.,3,0,1,General,Tops,Knits
18814,868,37,Too billowy,"I like the color blocking of this top, but it was too large and billowy on the bottom. it felt like a pregnancy top so i had to return it as it gave me no shape.",2,0,1,General,Tops,Knits
19175,868,45,Huge,This is a beautiful top but the xs was literally 4-6 inches too wide. very disappointing! i am thin and tall but this was a maternity top on me. i don't usually wear xxs. it is much more voluminous than it appears in the picture and it is definitely gray and blue not white.,2,0,10,General,Tops,Knits
19271,868,39,Cute go to for fall,"Really like this shirt. easy to throw on with jeans (black if you don't like the denim on denim). flattering without making you look boxy. arms are roomy too, unlike the what the picture shows.",5,1,11,General,Tops,Knits
19273,868,37,So cozy,"This swing tee is amazing! i bought the blue one and the color is true to what it looks like online. the material is so soft and cozy. i am typically an xs and bought an xs, however it runs ever so slightly big. if i had purchased the xxs, it seems like the arms would have been to tight and i'm definitely not a fan of that. whatever the case, i highly recommend this tshirt and love its versatility and that i can wear this all year long.",5,1,0,General,Tops,Knits
19274,868,39,,"Love this top!! i bought it for school and im dying to wear it. i could see how other people could dislike it bc of the loose frame, but if you like flowy shirts this top is for you! i like how the shirt is made of a really soft and sturdy cotton and the top part is more fitted so the fabric doesnt completely drown you out. also, this top looks super cute paired w/ a bralette and espadrilles!",4,1,4,General,Tops,Knits
19277,868,36,Comfy and pretty,I bought this in red and wear it a lot. it is so soft and comfortable! i love all the fabric and the design. the longer sleeve length is amazing! it is a perfect tee! you can tell from the pics there's a lot a fabric and it's supposed to be loose and drape like that. it fits like in the pics and is true to size. wear a tank underneath in case there's a strong wind.,5,1,0,General,Tops,Knits
19279,868,37,Yes yes a million times yes!,"I am a sucker for a good swing top. i own many styles from retailer and similar retailers. i carry my weight in my stomach butt and hips, so this style is always good for me. as soon as i saw this online i fell hard and waited patiently for it to arrive at my store. finally it did! i love this top. its very swingy. almost cut like a circle so there is tons of room in the body. the sleeve is more fitted, but my arms are larger so it might just be fitted for me. there is a bit of stretch to it. the",5,1,4,General,Tops,Knits
19280,868,32,,I get that it's a swing style top and supposed to be loose but it looked so much bigger on me than on the model and just not flattering at all.,3,0,14,General,Tops,Knits
19284,868,33,Comfortably free in beautiful hues.,"This is the second top i have purchased in this design, the first being in the navy blue color. i loved the effortless swing of this shirt and the comfortable cotton texture, that i chose to purchase it in wine and have since received many compliments on both the shape and color. this is an easy top for me to put on and feel good within.",5,1,0,General,Tops,Knits
19286,868,54,Great swing top,"Love this top. yes it is a swing top so you have to be prepared for the extra fabric. fits true to size thru the shoulders and chest. body of the top then flares for the ""swing"" effect. great top. plan on ordering it in the other colors.",5,1,3,General,Tops,Knits
19287,868,64,This is huge!,"If you're pregnant, congratulations. this shirt is for you. if you've ever dreamed of being an xxs, this shirt is also for you. i'm a 34d, normally a small or medium, but often size down to xs in swing tops. the xs is ginormous on me, although it fits through the shoulders. i can hold onto the bottom and stretch my arms straight out at the sides, it's that wide. think flying squirrel. what doesn't show in the pictures is that it also has a slight dolman sleeve, which makes it look wide at the to",2,0,3,General,Tops,Knits
19759,868,52,Perfect with jeans,"I ordered the cream. the fabric is unique. similar to a waffle but with a dressy quality. you definitely need a cami or tank underneath. its form fitting without being too snug. i like to wear it with distressed jeans, front tucked in and kind of ruched to hide my middle, (my trouble spot) with chunky accessories, belt, necklace and a block heel. it's a little pricey but decided worth it.",5,1,1,General Petite,Tops,Knits
19794,868,48,Really cute and comfortable top,"I knew i had a winner when my husband said ""cute top"" the first time i put this on. the style, quality and sizing are all excellent. i love the lace detailing in addition to the open shoulder style. i am always looking for long sleeve tops that go great with jeans and are right on trend. this a great addition to my all wardrobe.",5,1,0,General,Tops,Knits
19805,868,31,Nice but a little snug in the stomach,"Love the design of this top. wish i could have gotten it in white but was sold out. it fits nicely overall, but is a little snug in the stomach area. still kept it though, because the shirt is just so pretty!",4,1,0,General,Tops,Knits
19811,868,29,,"The design of this shirt is stunning. i can't even tell you how many people complimented me on the shirt. the only thing is it does run a bit long. with it being long, it can go nicely with leggings and boots.

material is a bit thin and should be hand-washed or dry cleaned. i do wish there were more sizes in petite.",5,1,0,General,Tops,Knits
20030,868,32,Eh.,"There's just nothing special about it. it runs small and the fabric is itchy. the design with button caught my eye, but i didn't like it well enough to keep it.",2,0,0,General,Tops,Knits
20040,868,42,Fabric was itchy for me,"The blouse looked better on the model. i liked the way it fit, just not how it looks. the fabric made me itch, which was one of the other reasons i returned it. i wished it had looked good and the fabric didn't make me itch. i really liked the unique look to the shirt.",3,1,0,General,Tops,Knits
20057,868,38,Nice top!,"I really like this top. it is made of cotton and linen blend, so the fabric is not as soft as i would have expected. however, it did not bother me at all, and i am really liking it.
the fabric is on a sheer side, so it is a bit see through. nothing too revealing, however it is a thin fabric.
overall, i am happy with this top!",5,1,1,General,Tops,Knits
20059,868,65,"Lots of stretch, nice 4 layering","Although this isn't a soft top, i didn't find it that scratchy or bothersome at all. it's 55% linen! and, for linen it's soft. it's also got tons of stretch which makes it very comfortable as far as movement. 

i bought the black, and i do not find this sheer or see-thru. it's a light thickness which makes it perfect for layering under a jacket or sweater for a cool spring or warm fall day. i found it running tts, with the sleeves and length a little long (i'm petite) making perfect for the av",5,1,0,General,Tops,Knits
20102,868,20,Favorite new top,"I love this top!!! i usually wear a medium but all that was left were larges, so i figured i'd take a chance. it is gorgeous, and not too big! the quality is fabulous, and the color is very soft and complimentary. i am so glad i ordered this. can't wait to wear it!!!",5,1,0,General,Tops,Knits
20114,868,46,Summer love,"I wish it was a little bigger.i kept this,for it will be wonderful for summer.",5,1,0,General,Tops,Knits
20148,868,50,Unflattering fit,"This is a rare review for me, i usually love my retailer purchases, even at times when other reviewers aren't fans, but this top is terrible. 5'4"" 103, 32 b for reference, small frame, athletic, bought the xs in black. the length could have been longer, but i could have lived with the length. the arm hole area, however, a different story. because it's boxy, and the fabric is stiffer bc of the large flowers, the top sticks out on the sides under the arm holes leaving a gape, it did not fit snuggly",1,0,0,General,Tops,Knits
20240,868,30,No,"Just a ginormous, shapeless shirt. runs extremely large. i am normally a medium to large in shirts and the medium was huge. i can only imagine an xs would work and i am no xtra small!",1,0,5,General,Tops,Knits
20909,868,29,"Super cute, really poor quality","I really loved the way this shirt looked on me. it's forgiving and flattering, and really lightweight. the fabric, however, couldn't even withstand half a day's wear without snagging 3 times and developing a hole right in the center. i have no idea how this happened, as i wasn't wearing or near anything that could have pulled at it. 

such a shame. this could have been a staple wardrobe piece for me.",1,0,0,General,Tops,Knits
20914,868,36,Awesome shirt but doesn't hold up well after washi,"I got this shirt and loved it so much the first time i wore it. it swings well and is an easy basic that looks great. however, after i washed it the first time, it became clingy and stuck to me and doesn't lie right. it's such a shame because i was thrilled with this as an addition to my wardrobe!",3,0,13,General,Tops,Knits
20918,868,28,Lovely,"Love the top, it fits wonderfully, and it's lightweight. my only complaint is that it has little loops that are prone to getting caught on things. other than that, it's a great spring top.",4,1,0,General,Tops,Knits
20919,868,30,Too sheer for me,"I loved the material's texture and drape, but it was too sheer for me. i am 100% against having to wear a tank under white tees. (which means i have a lot of trouble finding any white tees, but...) 

other than the see-through nature, i loved this shirt!",3,1,0,General,Tops,Knits
20928,868,62,Unique lightweight knit,"I think this is going to be a love or hate top. i love it. it is see through, requiring an under top. however, the fabric is extremely light weight and the style is floaty so a simple lightweight tank/cami will look pretty showing through in a number of colors. i bought the off-white. it is meant to be a full fit but i think going down one size will help especially since the photos don't show just how full the back really is. the fabric will probably snag easily. still i just really like the sty",4,1,10,General,Tops,Knits
20930,868,60,Cute very oversized t-shirt,"This is a cute waffle t-shirt material is very thin and see-through it's a cute shape and style but it runs absolutely huge 
 is not a shirt for petite people
 the extra extra small was huge",4,1,2,General,Tops,Knits
21271,868,43,Versatile piece,"I haven't worn this yet, but i can't wait too! i'm 5'3 145 pounds, ordered a size small. it's fits perfect! in fact, it's long enough that i may be able to pull it off as a mini dress on a hot day. that said, i will mostly layer this piece. the ruching on the side flatters the body. i would buy this in more colors if it was available! also, the material is a nice soft quality.",4,1,4,General,Tops,Knits
21609,868,39,So adorable!,"This top is so unbelievably cute! the fit is perfect and it goes with just about anything on the bottom. i personally styled mine with high waisted distressed skinny jeans and it looks adorable. its a tiny bit see-thru, so you do need to wear a tank under it.",5,1,1,General,Tops,Knits
21621,868,53,Super long sleeves,"This is a cute top but the sleeves are super long.  they swallowed up my entire hand when i put my arms down to the side.  i also found it to run slightly large.  i ordered my usual medium and i had too much room under the armpits.  the sleeves weren't as fitted as the model shot either, which i would of preferred.  i probably could of shortened the sleeves, but didn't think this style top fit me so i sent it back.  this does not require a cami underneath.",4,1,0,General,Tops,Knits
21623,868,42,Love it!,"This shirt is just as great in person as it is online.  it's a substantial fabric which is not see-through which seems hard to find these days with whitish tops.  the color is more off-white without looking yellow.  i ordered a small and medium because i was concerned about the length and tightness in sleeves.  they fit almost the same with the only difference being that the upper sleeves on the small were just a tad bit more fitted, but not in a bad way.  i'm 5'5"" and found the length to be jus",5,1,3,General,Tops,Knits
21645,868,42,Love!,"I love this top! looks great with just about any kind of jean (skinny, flare, especially high waisted). even looks good with vests and cardigans. a perfect versatile piece for the fall - you won't regret!",5,1,5,General Petite,Tops,Knits
21843,868,36,"Nicely draped, beyond basic tank w/ tricky sizing","This pink tank is a wonderful addition to my go-to basics. i love the color, which is a nice deep pink that is pretty spot on in terms of accuracy to the online photo. it is a wonderful comfy fabric and the side knot adds nice visual interest to make this top appealing and unique. i also appreciate the wide straps, which means i can wear a normal bra instead of a strapless one without worrying about straps playing peek-a-boo. the only drawback is size. i ordered my usual xs (i am 5'5"", 110 lbs,",5,1,1,General,Tops,Knits
21852,868,42,Perfect warm weather tank with a twist,"This is a great light weight tank. true to size, but size up if you prefer a baggier fit, size down for a closer fit. your preference for fit should be your guide. (i prefer a closer fit, so i choose a xs, i am a 6-8 in tops) the arm holes are slim and high so you are completely covered in all sizes. excellent drape, the twist in the front is just perfect! looks great with jeans, print joggers, and even wide leg pants. i imagine it would be fantastic with a pencil skirt - denim perhaps. hope it",5,1,11,General,Tops,Knits
21874,868,65,So soft,"The fabric on this top is just so soft. it's a thin cotton knit, and drapes beautifully.

the top runs tts, but.....it is tailored to the body. it's not loose and wide in the width. the length hits the top of the hips just as shown.

this works for casual or dress. for dress, i just put a fancy rhinestone pin over where the knot is. btw, i bought this in black, which is why adding the pin glams it up. although i bought it in black, it's not sheer so a cami isn't needed.",5,1,1,General,Tops,Knits
22390,868,18,"A little big, but so comfortable!","This shirt is incredibly comfortable. the material is so soft, and it fits so well. i am 5'6"" and 130 lbs with a 32b chest and i purchased a small - it is large on me, and i would have preferred an xs, but the small is just fine as well! it is a great shirt, especially for an oversized henley. 100% recommend. (one star off for the larger sizing.)",4,1,0,General,Tops,Knits
22399,868,37,Comfy boxy fit,Very much liked this shirt for super casual days. its got a very flowy and boxy fit to it with side slits. it runs a bit big compared to what it looks like on the model.,4,1,0,General,Tops,Knits
22400,868,38,I returned this.,I agree that this shirt is boxy and has no shape; it doesn't look at all like it does on the model. i returned it.,2,0,1,General,Tops,Knits
22404,868,56,"Cute top, better for fall than summer","This top is sooo cute. it does not look like pajamas as one person said, it looks like a top. it's a bit on the boxy style, so anything you want to hide below is well covered. has a nice length to it. is not just for lounging. paired it with a black pencil skirt and it looked great. i ordered the xl (i am a 40d for reference) and it hung very nicely. its extremely soft and very comfy. i only wish they had more colors.",5,1,0,General,Tops,Knits
22409,868,51,I love this!,"I actually like my shirt more than the other reviewers it seems. i am little (5'1"" and 103) and i don't think it's too boxy at all. i like the way it hangs. and i'll say i like it much more in person than on the model. it's somehow cozier than it looks in the picture. it's a real boosh (that mean's comfy.) i wouldn't have picked it from the online pic, but in person, it really caught my eye.",5,1,9,General,Tops,Knits
22410,868,62,,"I was excited to see this top on sale as i had been watching it for a few weeks. unfortunately, i was very disappointed when i received it. it is, as a previous person said, very much like a pajama top. it is very loose and boxy, and in my opinion, did not flatter my shape at all. sadly, i will be returning it. i would not recommend this top to a person who is athletic, or straight and slender, as you suggest.",3,0,3,General,Tops,Knits
22413,868,33,"Cute, unique top","I purchased this in the store. i thought it was cute and unique. i like most things with a raw edge. i am 5'3"", 115 lbs and purchased an xs. i have worn it a couple of times and have received several compliments. my only complaint is that when i saw the pic online, i was annoyed. the top is much wider than the photo depicts. lying flat it measures 24"" side to side at the hem and 24-25"" from shoulder to hem. why take photos that misrepresent the item? there will only be more returns. so if you li",4,1,21,General,Tops,Knits
22414,868,37,Big boxy fun!,"This top is super soft cotton, with raw edges on the sleeves and hem. i bought the green top, which is a medium, faded olive color. despite the picture, this top is shortish in the front and on the sides, which are slit. the top is also very, very boxy. it's wide across, and doesn't ""fit"" the body at all. the sleeves are a slimmer fit, which contrasts nicely with the wide body. the picture is very deceptive. that said, this top is perfect for early fall/ late summer. super comfy. floaty. i wear",5,1,0,General,Tops,Knits
22417,868,54,Boxy,"Hi, when i received this top i tried it on, looked in the mirror and packed it up for a return. the quality is excellent but it just too boxy. fits nothing like it appears on the model.",2,0,0,General,Tops,Knits
22419,868,46,Day off henley,"Cute stripes and soft, but very pajama top like in feel/look... like if you wear it out, people will assume you've got the matching bottoms stuck under your pillow at home.",3,1,4,General,Tops,Knits
22420,868,61,Poor cut & quality,"I really wanted to love this but the cut was very wide, short, and crooked. after it was washed once, it was completely unwearable because it hung all wrong.",1,0,0,General,Tops,Knits
22421,868,84,Wanted to love,"I wanted to love this shirt, but was very disappointed. i had read other reviews and still ordered, but wish i would have listened. the shirt looks nothing like photos online and is extremely boxy and unflattering. had to send it back.",2,0,0,General,Tops,Knits
22425,868,38,Cute top with some caveats,"I purchased the green online, in my usual medium. i do like it but i will be returning it for a few reasons. first, i couldn't justify the price as it's really not unique enough. it kind of reminds me of a pajama top. also, i thought it was 3/4 sleeve, which it is not, it's long sleeve. and lastly, it appears to be regular length on the model. i'm maybe 5'4 at best and it's shorter and boxy. i gave it 4 stars because i really like it for what it is, but just not what i expected. it is cute, spor",4,1,21,General,Tops,Knits
22430,868,44,Cute top but looks like a tent (i'm not kidding),"I love baseball style tees and when i saw the homebase tee (in two colors no less), i was very thrilled especially since it was during the 20% mother's day promotion on all items. based on the model's photos, the top looks flattering with a swing type style. i usually wear a medium and bought a small size in this top. when the package was delivered, i excitedly opened it and found two tees looking like maternity tops which would be lovely if i was pregnant. the tops are so wide not like the webs",1,0,21,General,Tops,Knits
22437,868,37,"Thin, boxy","I bought this shirt after reading so many positive reviews. it looks much thinner and cheaper than the photo depicts.  like many reviewers have said, it does hit just above midriff but the fringe covers your belly.  it didn&#39;t hang right on me and i felt like i was wearing a rug.",2,0,0,General,Tops,Knits
22438,868,53,This one's a keeper,"Really cute top(especially the back)!  i've tried on several of these tops that overlap in the back and none of them lay as nice as this one.  the soft cotton fabric really works well with this style.  runs tts and i love that the arms are more fitted with some stretch to the fabric.  regular length works fine on my petite frame as well.  the color is a darker cream and almost has a slight nubby effect to it.  first one i received had a snag/hole in the lower sleeve, so hopefully it holds up.",5,1,0,General,Tops,Knits
22441,868,44,Versatile top,"Bought in the store, will look great with black or dark blue jeans and a fun long necklace.  does not fit like it looks on the model, it is more fitted.  i plan on wearing a spaghetti strapped cami underneath because the back has a draping effect and is open.  the front is on the shorter side but the bottom of the shirt (not including tassels) reaches the top of my jeans, and the tassels hang below.  it is a very versatile top, one that can be dressed up or down.  sleeves above wrist.",5,1,0,General,Tops,Knits
22442,868,38,Huge,"I love baseball tees and this looked like a more refined version, but it was huge and shapeless.  nice material and fabric but this one is going back.",2,0,0,General,Tops,Knits
22447,868,54,Huge!,"Hi, i would have to agree with all of the reviewers.i unfortunately had to find out for myself. mistake. it's huge. i love the quality and design but even if you sized down two sizes it wouldn't help.",2,0,3,General,Tops,Knits
22449,868,67,Don't put it in the dryer,I loved this sweater when i bought it. wore it a couple times then washed it according to the tag. it shrunk at least two sizes! and the tassels got all tangled (which i guess i should have seen coming). pretty bummed about it because this sweater looked beautiful on.,3,1,0,General,Tops,Knits
22450,868,52,Fragile fabric,"I love the look of this sweater, but just bought and put on at home and noticed 2 pea sized holes in fabric, near arm holes, but not on seams. not sure if i bought this way and did not notice or if fabric is just incredibly delicate. will try to repair but scated this will not hold up... look it over carefully before you buy, they kind of look like moth holes...",2,0,0,General,Tops,Knits
22453,868,47,Flipping cute!,"This is adorable! the sweater is light-weight and soft. please know that the sweater line falls right at my mid-riff, followed by the fringe, so for me, it's almost cropped. the fringe covers my mid-riff. the back is open and so this sweater will not be super warm in the winter, but it is stylish and cute. i love it! it's different and unique. i purchased xxs in petite. fits a little more cropped than the photo shows.",5,1,5,General,Tops,Knits
23023,868,33,Love the olive color,It's a soft comfy fabric... cute ruffle... may be a little on the bigger side but still super cute! very form fitting but still fits true to size imo the olive color is even more beautiful in person!,5,1,0,General,Tops,Knits
23026,868,53,Might want to size down,"I just got this in the mail today. it's really cute when i put it on, but it's definitely meant to be worn slightly off the shoulders like the model is showing. i was hoping i could wear it both ways, but then the v-neck becomes way too low. i would recommend sizing down unless you're bigger busted. however, the torso is cut very true to size which might make it hard for some to size down without it becoming too small. a larger bust might help to keep this from falling off the shoulders. i'm not",4,1,33,General,Tops,Knits
23032,868,30,If curvy...stay away!,"I had such high hopes for this shirt! i got it in both the black and moss (which is a beautiful color). however, the ruffle was just too big. i put it on and immediately felt like a circus clown. it would probably be beautiful on a woman with a more straight figure with fewer curves, but on me, it was not flattering at all.",2,0,4,General,Tops,Knits
23033,868,86,Loved these!,"I saw online and bought in white and moss! moss is darker in person. i am 106, 5'1 but a 30f and the top fits very well. it actually minimized my chest which i love! not sure how well this would fit on small-chested ladies. not super clingy in the midsection but will look nice with pants or skirts. super happy!",5,1,8,General,Tops,Knits
23054,868,50,Flattering and comfy!,This top is my favorite of the season! planning to order in black too.,5,1,1,General,Tops,Knits
23121,868,54,Cute,Cute design for a casual top. however it was a little snug on the bust for a medium. i returned it,3,1,0,General Petite,Tops,Knits
